Transaction Date,Province,Predicted_Province_Revenue,Year,Month
2024-05-26,Saskatchewan,19.78077,2024,5
2024-05-27,British Columbia,123.57903,2024,5
2024-05-27,Manitoba,56.63625,2024,5
2024-05-27,Newfoundland,73.80177,2024,5
2024-05-27,Saskatchewan,67.79031,2024,5
2024-05-28,British Columbia,116.852425,2024,5
2024-05-28,Manitoba,48.713757,2024,5
2024-05-28,Newfoundland,75.173515,2024,5
2024-05-28,Saskatchewan,65.44862,2024,5
2024-05-29,British Columbia,104.87521,2024,5
2024-05-29,Manitoba,49.596336,2024,5
2024-05-29,Newfoundland,65.35676,2024,5
2024-05-29,Saskatchewan,62.259983,2024,5
2024-05-30,British Columbia,104.89932,2024,5
2024-05-30,Manitoba,46.17647,2024,5
2024-05-30,Newfoundland,51.41624,2024,5
2024-05-30,Saskatchewan,52.263126,2024,5
2024-05-31,British Columbia,91.70183,2024,5
2024-05-31,Manitoba,48.460293,2024,5
2024-05-31,Newfoundland,53.607315,2024,5
2024-05-31,Saskatchewan,56.485302,2024,5
2024-06-01,British Columbia,30.976814,2024,6
2024-06-01,Manitoba,17.540981,2024,6
2024-06-01,Newfoundland,26.15074,2024,6
2024-06-01,Saskatchewan,27.053286,2024,6
2024-06-02,British Columbia,31.049671,2024,6
2024-06-02,Manitoba,14.387339,2024,6
2024-06-02,Newfoundland,23.717747,2024,6
2024-06-02,Saskatchewan,26.226656,2024,6
2024-06-03,British Columbia,88.39267,2024,6
2024-06-03,Manitoba,53.891266,2024,6
2024-06-03,Newfoundland,67.44869,2024,6
2024-06-03,Saskatchewan,60.197506,2024,6
2024-06-04,British Columbia,97.435616,2024,6
2024-06-04,Manitoba,47.89748,2024,6
2024-06-04,Newfoundland,71.42745,2024,6
2024-06-04,Saskatchewan,59.807453,2024,6
2024-06-05,British Columbia,86.694954,2024,6
2024-06-05,Manitoba,46.711987,2024,6
2024-06-05,Newfoundland,65.25397,2024,6
2024-06-05,Saskatchewan,59.651497,2024,6
2024-06-06,British Columbia,95.58304,2024,6
2024-06-06,Manitoba,48.382233,2024,6
2024-06-06,Newfoundland,66.24599,2024,6
2024-06-06,Saskatchewan,61.185616,2024,6
2024-06-07,British Columbia,88.2968,2024,6
2024-06-07,Manitoba,49.65839,2024,6
2024-06-07,Newfoundland,66.07741,2024,6
2024-06-07,Saskatchewan,63.03819,2024,6
2024-06-08,British Columbia,27.81031,2024,6
2024-06-08,Manitoba,17.600758,2024,6
2024-06-08,Newfoundland,24.646442,2024,6
2024-06-08,Saskatchewan,23.47997,2024,6
2024-06-09,British Columbia,32.06585,2024,6
2024-06-09,Manitoba,14.376738,2024,6
2024-06-09,Newfoundland,22.185816,2024,6
2024-06-09,Saskatchewan,21.381496,2024,6
2024-06-10,British Columbia,86.333084,2024,6
2024-06-10,Manitoba,52.47356,2024,6
2024-06-10,Newfoundland,69.70543,2024,6
2024-06-10,Saskatchewan,62.300262,2024,6
2024-06-11,British Columbia,83.160034,2024,6
2024-06-11,Manitoba,48.672604,2024,6
2024-06-11,Newfoundland,75.48068,2024,6
2024-06-11,Saskatchewan,63.799084,2024,6
2024-06-12,British Columbia,86.222206,2024,6
2024-06-12,Manitoba,49.29475,2024,6
2024-06-12,Newfoundland,64.13824,2024,6
2024-06-12,Saskatchewan,61.372658,2024,6
2024-06-13,British Columbia,78.44818,2024,6
2024-06-13,Manitoba,49.441387,2024,6
2024-06-13,Newfoundland,62.92659,2024,6
2024-06-13,Saskatchewan,60.625454,2024,6
2024-06-14,British Columbia,89.51199,2024,6
2024-06-14,Manitoba,49.971508,2024,6
2024-06-14,Newfoundland,64.295685,2024,6
2024-06-14,Saskatchewan,61.270607,2024,6
2024-06-15,British Columbia,26.496096,2024,6
2024-06-15,Manitoba,18.451973,2024,6
2024-06-15,Newfoundland,27.280893,2024,6
2024-06-15,Saskatchewan,28.645617,2024,6
2024-06-16,British Columbia,33.27425,2024,6
2024-06-16,Manitoba,18.432735,2024,6
2024-06-16,Newfoundland,27.891449,2024,6
2024-06-16,Saskatchewan,28.112719,2024,6
2024-06-17,British Columbia,102.52341,2024,6
2024-06-17,Manitoba,51.89989,2024,6
2024-06-17,Newfoundland,62.414444,2024,6
2024-06-17,Saskatchewan,59.494854,2024,6
2024-06-18,British Columbia,98.94635,2024,6
2024-06-18,Manitoba,47.564064,2024,6
2024-06-18,Newfoundland,64.176414,2024,6
2024-06-18,Saskatchewan,59.926006,2024,6
2024-06-19,British Columbia,99.516754,2024,6
2024-06-19,Manitoba,49.164047,2024,6
2024-06-19,Newfoundland,65.635475,2024,6
2024-06-19,Saskatchewan,60.703262,2024,6
2024-06-20,British Columbia,99.70216,2024,6
2024-06-20,Manitoba,49.605164,2024,6
2024-06-20,Newfoundland,65.052574,2024,6
2024-06-20,Saskatchewan,60.703262,2024,6
2024-06-21,British Columbia,107.89368,2024,6
2024-06-21,Manitoba,49.860954,2024,6
2024-06-21,Newfoundland,67.289986,2024,6
2024-06-21,Saskatchewan,62.357773,2024,6
2024-06-22,British Columbia,27.007376,2024,6
2024-06-22,Manitoba,19.526304,2024,6
2024-06-22,Newfoundland,26.999874,2024,6
2024-06-22,Saskatchewan,27.278261,2024,6
2024-06-23,British Columbia,33.36873,2024,6
2024-06-23,Manitoba,19.260668,2024,6
2024-06-23,Newfoundland,26.93898,2024,6
2024-06-23,Saskatchewan,28.086147,2024,6
2024-06-24,British Columbia,114.485634,2024,6
2024-06-24,Manitoba,55.658337,2024,6
2024-06-24,Newfoundland,66.70404,2024,6
2024-06-24,Saskatchewan,66.294785,2024,6
2024-06-25,British Columbia,116.03187,2024,6
2024-06-25,Manitoba,54.49785,2024,6
2024-06-25,Newfoundland,71.23304,2024,6
2024-06-25,Saskatchewan,63.24221,2024,6
2024-06-26,British Columbia,95.72908,2024,6
2024-06-26,Manitoba,49.095737,2024,6
2024-06-26,Newfoundland,67.78895,2024,6
2024-06-26,Saskatchewan,62.49357,2024,6
2024-06-27,British Columbia,95.66417,2024,6
2024-06-27,Manitoba,49.88059,2024,6
2024-06-27,Newfoundland,67.537155,2024,6
2024-06-27,Saskatchewan,63.009476,2024,6
2024-06-28,British Columbia,99.694244,2024,6
2024-06-28,Manitoba,51.21101,2024,6
2024-06-28,Newfoundland,67.07383,2024,6
2024-06-28,Saskatchewan,62.259983,2024,6
2024-06-29,British Columbia,18.995914,2024,6
2024-06-29,Manitoba,20.52577,2024,6
2024-06-29,Newfoundland,22.000364,2024,6
2024-06-29,Saskatchewan,20.91688,2024,6
2024-06-30,British Columbia,25.158796,2024,6
2024-06-30,Manitoba,13.389231,2024,6
2024-06-30,Newfoundland,19.551231,2024,6
2024-06-30,Saskatchewan,19.37972,2024,6
2024-07-01,British Columbia,94.96808,2024,7
2024-07-01,Manitoba,55.385536,2024,7
2024-07-01,Newfoundland,66.46982,2024,7
2024-07-01,Saskatchewan,59.24933,2024,7
2024-07-02,British Columbia,88.41698,2024,7
2024-07-02,Manitoba,52.79194,2024,7
2024-07-02,Newfoundland,68.92061,2024,7
2024-07-02,Saskatchewan,59.552586,2024,7
2024-07-03,British Columbia,76.59882,2024,7
2024-07-03,Manitoba,50.630207,2024,7
2024-07-03,Newfoundland,60.145523,2024,7
2024-07-03,Saskatchewan,58.42031,2024,7
2024-07-04,British Columbia,78.12239,2024,7
2024-07-04,Manitoba,48.982815,2024,7
2024-07-04,Newfoundland,63.076138,2024,7
2024-07-04,Saskatchewan,59.152325,2024,7
2024-07-05,British Columbia,99.91604,2024,7
2024-07-05,Manitoba,50.373447,2024,7
2024-07-05,Newfoundland,64.11112,2024,7
2024-07-05,Saskatchewan,60.729393,2024,7
2024-07-06,British Columbia,26.39158,2024,7
2024-07-06,Manitoba,20.268366,2024,7
2024-07-06,Newfoundland,25.929237,2024,7
2024-07-06,Saskatchewan,28.085745,2024,7
2024-07-07,British Columbia,26.164726,2024,7
2024-07-07,Manitoba,18.575298,2024,7
2024-07-07,Newfoundland,25.398952,2024,7
2024-07-07,Saskatchewan,24.862597,2024,7
2024-07-08,British Columbia,80.89523,2024,7
2024-07-08,Manitoba,57.468246,2024,7
2024-07-08,Newfoundland,68.811646,2024,7
2024-07-08,Saskatchewan,62.445236,2024,7
2024-07-09,British Columbia,97.87393,2024,7
2024-07-09,Manitoba,54.547546,2024,7
2024-07-09,Newfoundland,70.72944,2024,7
2024-07-09,Saskatchewan,62.745564,2024,7
2024-07-10,British Columbia,88.30251,2024,7
2024-07-10,Manitoba,49.75794,2024,7
2024-07-10,Newfoundland,63.644253,2024,7
2024-07-10,Saskatchewan,60.878685,2024,7
2024-07-11,British Columbia,89.17729,2024,7
2024-07-11,Manitoba,49.75794,2024,7
2024-07-11,Newfoundland,64.52363,2024,7
2024-07-11,Saskatchewan,60.878685,2024,7
2024-07-12,British Columbia,101.55641,2024,7
2024-07-12,Manitoba,50.113598,2024,7
2024-07-12,Newfoundland,65.36134,2024,7
2024-07-12,Saskatchewan,60.02753,2024,7
2024-07-13,British Columbia,25.78031,2024,7
2024-07-13,Manitoba,20.276468,2024,7
2024-07-13,Newfoundland,24.645052,2024,7
2024-07-13,Saskatchewan,27.152021,2024,7
2024-07-14,British Columbia,26.91397,2024,7
2024-07-14,Manitoba,17.77912,2024,7
2024-07-14,Newfoundland,23.532743,2024,7
2024-07-14,Saskatchewan,25.200163,2024,7
2024-07-15,British Columbia,100.10298,2024,7
2024-07-15,Manitoba,55.33319,2024,7
2024-07-15,Newfoundland,67.903755,2024,7
2024-07-15,Saskatchewan,60.92837,2024,7
2024-07-16,British Columbia,93.11566,2024,7
2024-07-16,Manitoba,48.35196,2024,7
2024-07-16,Newfoundland,70.66456,2024,7
2024-07-16,Saskatchewan,60.385303,2024,7
2024-07-17,British Columbia,103.270874,2024,7
2024-07-17,Manitoba,50.49844,2024,7
2024-07-17,Newfoundland,63.04638,2024,7
2024-07-17,Saskatchewan,60.178757,2024,7
2024-07-18,British Columbia,102.26277,2024,7
2024-07-18,Manitoba,49.714195,2024,7
2024-07-18,Newfoundland,62.826546,2024,7
2024-07-18,Saskatchewan,59.069317,2024,7
2024-07-19,British Columbia,104.79424,2024,7
2024-07-19,Manitoba,50.069855,2024,7
2024-07-19,Newfoundland,62.826546,2024,7
2024-07-19,Saskatchewan,60.72965,2024,7
2024-07-20,British Columbia,22.10443,2024,7
2024-07-20,Manitoba,21.571236,2024,7
2024-07-20,Newfoundland,24.361795,2024,7
2024-07-20,Saskatchewan,27.022135,2024,7
2024-07-21,British Columbia,27.750744,2024,7
2024-07-21,Manitoba,18.80639,2024,7
2024-07-21,Newfoundland,22.309343,2024,7
2024-07-21,Saskatchewan,22.899158,2024,7
2024-07-22,British Columbia,122.23702,2024,7
2024-07-22,Manitoba,57.82925,2024,7
2024-07-22,Newfoundland,71.00243,2024,7
2024-07-22,Saskatchewan,64.11939,2024,7
2024-07-23,British Columbia,91.69622,2024,7
2024-07-23,Manitoba,54.22793,2024,7
2024-07-23,Newfoundland,72.34535,2024,7
2024-07-23,Saskatchewan,63.7387,2024,7
2024-07-24,British Columbia,99.31851,2024,7
2024-07-24,Manitoba,49.704967,2024,7
2024-07-24,Newfoundland,65.04258,2024,7
2024-07-24,Saskatchewan,62.174965,2024,7
2024-07-25,British Columbia,104.1682,2024,7
2024-07-25,Manitoba,49.704967,2024,7
2024-07-25,Newfoundland,65.04258,2024,7
2024-07-25,Saskatchewan,62.174965,2024,7
2024-07-26,British Columbia,106.353294,2024,7
2024-07-26,Manitoba,50.060627,2024,7
2024-07-26,Newfoundland,66.75966,2024,7
2024-07-26,Saskatchewan,60.289303,2024,7
2024-07-27,British Columbia,16.32464,2024,7
2024-07-27,Manitoba,18.220741,2024,7
2024-07-27,Newfoundland,21.337664,2024,7
2024-07-27,Saskatchewan,25.366074,2024,7
2024-07-28,British Columbia,18.39562,2024,7
2024-07-28,Manitoba,15.23373,2024,7
2024-07-28,Newfoundland,18.833714,2024,7
2024-07-28,Saskatchewan,18.31785,2024,7
2024-07-29,British Columbia,124.989044,2024,7
2024-07-29,Manitoba,60.032772,2024,7
2024-07-29,Newfoundland,70.33665,2024,7
2024-07-29,Saskatchewan,63.17622,2024,7
2024-07-30,British Columbia,114.346954,2024,7
2024-07-30,Manitoba,52.436176,2024,7
2024-07-30,Newfoundland,67.253815,2024,7
2024-07-30,Saskatchewan,57.52892,2024,7
2024-07-31,British Columbia,113.6989,2024,7
2024-07-31,Manitoba,48.916218,2024,7
2024-07-31,Newfoundland,62.765324,2024,7
2024-07-31,Saskatchewan,59.044006,2024,7
2024-08-01,British Columbia,84.10529,2024,8
2024-08-01,Manitoba,54.202366,2024,8
2024-08-01,Newfoundland,63.82322,2024,8
2024-08-01,Saskatchewan,58.724415,2024,8
2024-08-02,British Columbia,95.08086,2024,8
2024-08-02,Manitoba,56.031395,2024,8
2024-08-02,Newfoundland,64.85819,2024,8
2024-08-02,Saskatchewan,59.759388,2024,8
2024-08-03,British Columbia,30.259008,2024,8
2024-08-03,Manitoba,18.914509,2024,8
2024-08-03,Newfoundland,26.808022,2024,8
2024-08-03,Saskatchewan,27.051702,2024,8
2024-08-04,British Columbia,34.170483,2024,8
2024-08-04,Manitoba,17.956558,2024,8
2024-08-04,Newfoundland,24.173561,2024,8
2024-08-04,Saskatchewan,25.841154,2024,8
2024-08-05,British Columbia,86.99893,2024,8
2024-08-05,Manitoba,53.32938,2024,8
2024-08-05,Newfoundland,67.861855,2024,8
2024-08-05,Saskatchewan,61.487686,2024,8
2024-08-06,British Columbia,98.96303,2024,8
2024-08-06,Manitoba,50.642933,2024,8
2024-08-06,Newfoundland,70.94045,2024,8
2024-08-06,Saskatchewan,62.0856,2024,8
2024-08-07,British Columbia,89.92655,2024,8
2024-08-07,Manitoba,49.968952,2024,8
2024-08-07,Newfoundland,63.855263,2024,8
2024-08-07,Saskatchewan,62.75003,2024,8
2024-08-08,British Columbia,88.89386,2024,8
2024-08-08,Manitoba,48.79182,2024,8
2024-08-08,Newfoundland,65.57236,2024,8
2024-08-08,Saskatchewan,61.631794,2024,8
2024-08-09,British Columbia,78.9386,2024,8
2024-08-09,Manitoba,50.75186,2024,8
2024-08-09,Newfoundland,65.57236,2024,8
2024-08-09,Saskatchewan,61.424786,2024,8
2024-08-10,British Columbia,27.565979,2024,8
2024-08-10,Manitoba,17.408516,2024,8
2024-08-10,Newfoundland,23.737911,2024,8
2024-08-10,Saskatchewan,23.262766,2024,8
2024-08-11,British Columbia,32.9232,2024,8
2024-08-11,Manitoba,17.664509,2024,8
2024-08-11,Newfoundland,23.18185,2024,8
2024-08-11,Saskatchewan,22.161156,2024,8
2024-08-12,British Columbia,86.00091,2024,8
2024-08-12,Manitoba,55.18352,2024,8
2024-08-12,Newfoundland,69.02266,2024,8
2024-08-12,Saskatchewan,62.009174,2024,8
2024-08-13,British Columbia,104.031525,2024,8
2024-08-13,Manitoba,49.11176,2024,8
2024-08-13,Newfoundland,70.87557,2024,8
2024-08-13,Saskatchewan,61.150665,2024,8
2024-08-14,British Columbia,82.840744,2024,8
2024-08-14,Manitoba,49.11176,2024,8
2024-08-14,Newfoundland,63.257393,2024,8
2024-08-14,Saskatchewan,61.508007,2024,8
2024-08-15,British Columbia,97.66931,2024,8
2024-08-15,Manitoba,53.52875,2024,8
2024-08-15,Newfoundland,63.257393,2024,8
2024-08-15,Saskatchewan,61.508007,2024,8
2024-08-16,British Columbia,101.572655,2024,8
2024-08-16,Manitoba,47.352604,2024,8
2024-08-16,Newfoundland,64.97448,2024,8
2024-08-16,Saskatchewan,61.508007,2024,8
2024-08-17,British Columbia,27.695246,2024,8
2024-08-17,Manitoba,18.631367,2024,8
2024-08-17,Newfoundland,28.35814,2024,8
2024-08-17,Saskatchewan,28.56214,2024,8
2024-08-18,British Columbia,31.515968,2024,8
2024-08-18,Manitoba,18.853287,2024,8
2024-08-18,Newfoundland,25.689045,2024,8
2024-08-18,Saskatchewan,25.091215,2024,8
2024-08-19,British Columbia,105.02994,2024,8
2024-08-19,Manitoba,50.1212,2024,8
2024-08-19,Newfoundland,61.313774,2024,8
2024-08-19,Saskatchewan,60.984455,2024,8
2024-08-20,British Columbia,118.65807,2024,8
2024-08-20,Manitoba,45.786446,2024,8
2024-08-20,Newfoundland,70.65574,2024,8
2024-08-20,Saskatchewan,60.58332,2024,8
2024-08-21,British Columbia,95.964226,2024,8
2024-08-21,Manitoba,46.546425,2024,8
2024-08-21,Newfoundland,63.03756,2024,8
2024-08-21,Saskatchewan,59.822426,2024,8
2024-08-22,British Columbia,101.820786,2024,8
2024-08-22,Manitoba,47.917942,2024,8
2024-08-22,Newfoundland,64.938194,2024,8
2024-08-22,Saskatchewan,62.070583,2024,8
2024-08-23,British Columbia,99.60764,2024,8
2024-08-23,Manitoba,49.26601,2024,8
2024-08-23,Newfoundland,66.65527,2024,8
2024-08-23,Saskatchewan,62.070583,2024,8
2024-08-24,British Columbia,25.513666,2024,8
2024-08-24,Manitoba,16.596668,2024,8
2024-08-24,Newfoundland,23.682045,2024,8
2024-08-24,Saskatchewan,23.862507,2024,8
2024-08-25,British Columbia,27.223076,2024,8
2024-08-25,Manitoba,15.315367,2024,8
2024-08-25,Newfoundland,18.963713,2024,8
2024-08-25,Saskatchewan,20.475609,2024,8
2024-08-26,British Columbia,113.00085,2024,8
2024-08-26,Manitoba,54.000355,2024,8
2024-08-26,Newfoundland,70.750534,2024,8
2024-08-26,Saskatchewan,63.313732,2024,8
2024-08-27,British Columbia,114.9692,2024,8
2024-08-27,Manitoba,50.556538,2024,8
2024-08-27,Newfoundland,73.38767,2024,8
2024-08-27,Saskatchewan,64.78101,2024,8
2024-08-28,British Columbia,96.84064,2024,8
2024-08-28,Manitoba,51.855465,2024,8
2024-08-28,Newfoundland,65.02001,2024,8
2024-08-28,Saskatchewan,62.152393,2024,8
2024-08-29,British Columbia,104.14962,2024,8
2024-08-29,Manitoba,48.5751,2024,8
2024-08-29,Newfoundland,65.02001,2024,8
2024-08-29,Saskatchewan,62.152393,2024,8
2024-08-30,British Columbia,117.72552,2024,8
2024-08-30,Manitoba,50.086407,2024,8
2024-08-30,Newfoundland,59.84666,2024,8
2024-08-30,Saskatchewan,56.436943,2024,8
2024-08-31,British Columbia,23.81065,2024,8
2024-08-31,Manitoba,15.852098,2024,8
2024-08-31,Newfoundland,24.807178,2024,8
2024-08-31,Saskatchewan,23.9801,2024,8
2024-09-01,British Columbia,34.57843,2024,9
2024-09-01,Manitoba,17.862883,2024,9
2024-09-01,Newfoundland,22.082073,2024,9
2024-09-01,Saskatchewan,24.60604,2024,9
2024-09-02,British Columbia,80.675804,2024,9
2024-09-02,Manitoba,55.6252,2024,9
2024-09-02,Newfoundland,66.71154,2024,9
2024-09-02,Saskatchewan,59.460342,2024,9
2024-09-03,British Columbia,92.06575,2024,9
2024-09-03,Manitoba,49.89885,2024,9
2024-09-03,Newfoundland,69.58063,2024,9
2024-09-03,Saskatchewan,60.766953,2024,9
2024-09-04,British Columbia,88.20085,2024,9
2024-09-04,Manitoba,45.22801,2024,9
2024-09-04,Newfoundland,63.28715,2024,9
2024-09-04,Saskatchewan,59.905434,2024,9
2024-09-05,British Columbia,96.9929,2024,9
2024-09-05,Manitoba,48.866787,2024,9
2024-09-05,Newfoundland,65.00424,2024,9
2024-09-05,Saskatchewan,59.905434,2024,9
2024-09-06,British Columbia,89.65752,2024,9
2024-09-06,Manitoba,49.99757,2024,9
2024-09-06,Newfoundland,66.2165,2024,9
2024-09-06,Saskatchewan,61.324707,2024,9
2024-09-07,British Columbia,27.36165,2024,9
2024-09-07,Manitoba,17.478893,2024,9
2024-09-07,Newfoundland,25.119598,2024,9
2024-09-07,Saskatchewan,24.280018,2024,9
2024-09-08,British Columbia,33.027985,2024,9
2024-09-08,Manitoba,16.956633,2024,9
2024-09-08,Newfoundland,23.062777,2024,9
2024-09-08,Saskatchewan,22.867613,2024,9
2024-09-09,British Columbia,84.43294,2024,9
2024-09-09,Manitoba,56.129143,2024,9
2024-09-09,Newfoundland,69.02266,2024,9
2024-09-09,Saskatchewan,62.65625,2024,9
2024-09-10,British Columbia,88.8707,2024,9
2024-09-10,Manitoba,44.36056,2024,9
2024-09-10,Newfoundland,70.94045,2024,9
2024-09-10,Saskatchewan,62.86678,2024,9
2024-09-11,British Columbia,90.64684,2024,9
2024-09-11,Manitoba,48.38072,2024,9
2024-09-11,Newfoundland,63.855263,2024,9
2024-09-11,Saskatchewan,62.75003,2024,9
2024-09-12,British Columbia,79.383286,2024,9
2024-09-12,Manitoba,49.64191,2024,9
2024-09-12,Newfoundland,65.57236,2024,9
2024-09-12,Saskatchewan,61.631794,2024,9
2024-09-13,British Columbia,88.5878,2024,9
2024-09-13,Manitoba,49.09067,2024,9
2024-09-13,Newfoundland,64.97448,2024,9
2024-09-13,Saskatchewan,60.38977,2024,9
2024-09-14,British Columbia,27.18804,2024,9
2024-09-14,Manitoba,19.227283,2024,9
2024-09-14,Newfoundland,26.55938,2024,9
2024-09-14,Saskatchewan,26.97944,2024,9
2024-09-15,British Columbia,33.190773,2024,9
2024-09-15,Manitoba,15.47772,2024,9
2024-09-15,Newfoundland,25.835249,2024,9
2024-09-15,Saskatchewan,25.65109,2024,9
2024-09-16,British Columbia,103.93519,2024,9
2024-09-16,Manitoba,52.85269,2024,9
2024-09-16,Newfoundland,60.951675,2024,9
2024-09-16,Saskatchewan,59.25372,2024,9
2024-09-17,British Columbia,101.25727,2024,9
2024-09-17,Manitoba,48.36989,2024,9
2024-09-17,Newfoundland,70.87557,2024,9
2024-09-17,Saskatchewan,61.150665,2024,9
2024-09-18,British Columbia,100.193886,2024,9
2024-09-18,Manitoba,47.146187,2024,9
2024-09-18,Newfoundland,64.75465,2024,9
2024-09-18,Saskatchewan,60.169937,2024,9
2024-09-19,British Columbia,96.25771,2024,9
2024-09-19,Manitoba,48.45768,2024,9
2024-09-19,Newfoundland,63.03756,2024,9
2024-09-19,Saskatchewan,59.822426,2024,9
2024-09-20,British Columbia,108.467064,2024,9
2024-09-20,Manitoba,49.079987,2024,9
2024-09-20,Newfoundland,64.75465,2024,9
2024-09-20,Saskatchewan,60.940662,2024,9
2024-09-21,British Columbia,24.505777,2024,9
2024-09-21,Manitoba,16.47157,2024,9
2024-09-21,Newfoundland,24.681618,2024,9
2024-09-21,Saskatchewan,25.101679,2024,9
2024-09-22,British Columbia,32.62201,2024,9
2024-09-22,Manitoba,17.356167,2024,9
2024-09-22,Newfoundland,24.225908,2024,9
2024-09-22,Saskatchewan,23.593016,2024,9
2024-09-23,British Columbia,116.563705,2024,9
2024-09-23,Manitoba,54.7877,2024,9
2024-09-23,Newfoundland,71.21345,2024,9
2024-09-23,Saskatchewan,63.776653,2024,9
2024-09-24,British Columbia,114.34959,2024,9
2024-09-24,Manitoba,49.332226,2024,9
2024-09-24,Newfoundland,72.871765,2024,9
2024-09-24,Saskatchewan,63.146873,2024,9
2024-09-25,British Columbia,98.4427,2024,9
2024-09-25,Manitoba,50.095844,2024,9
2024-09-25,Newfoundland,65.25359,2024,9
2024-09-25,Saskatchewan,62.38598,2024,9
2024-09-26,British Columbia,95.59157,2024,9
2024-09-26,Manitoba,47.74712,2024,9
2024-09-26,Newfoundland,63.055,2024,9
2024-09-26,Saskatchewan,62.38598,2024,9
2024-09-27,British Columbia,97.9283,2024,9
2024-09-27,Manitoba,51.236355,2024,9
2024-09-27,Newfoundland,67.48658,2024,9
2024-09-27,Saskatchewan,62.694878,2024,9
2024-09-28,British Columbia,19.59219,2024,9
2024-09-28,Manitoba,17.615604,2024,9
2024-09-28,Newfoundland,22.709398,2024,9
2024-09-28,Saskatchewan,22.729174,2024,9
2024-09-29,British Columbia,27.827673,2024,9
2024-09-29,Manitoba,12.374029,2024,9
2024-09-29,Newfoundland,17.954742,2024,9
2024-09-29,Saskatchewan,18.528864,2024,9
2024-09-30,British Columbia,113.05536,2024,9
2024-09-30,Manitoba,47.821712,2024,9
2024-09-30,Newfoundland,65.374306,2024,9
2024-09-30,Saskatchewan,58.21388,2024,9
2024-10-01,British Columbia,103.316986,2024,10
2024-10-01,Manitoba,54.422337,2024,10
2024-10-01,Newfoundland,69.13162,2024,10
2024-10-01,Saskatchewan,58.892624,2024,10
2024-10-02,British Columbia,82.6915,2024,10
2024-10-02,Manitoba,54.422337,2024,10
2024-10-02,Newfoundland,62.106133,2024,10
2024-10-02,Saskatchewan,58.724415,2024,10
2024-10-03,British Columbia,83.459465,2024,10
2024-10-03,Manitoba,46.518063,2024,10
2024-10-03,Newfoundland,64.272224,2024,10
2024-10-03,Saskatchewan,59.17342,2024,10
2024-10-04,British Columbia,79.23352,2024,10
2024-10-04,Manitoba,50.25742,2024,10
2024-10-04,Newfoundland,66.039215,2024,10
2024-10-04,Saskatchewan,60.940407,2024,10
2024-10-05,British Columbia,28.389698,2024,10
2024-10-05,Manitoba,17.156246,2024,10
2024-10-05,Newfoundland,23.617891,2024,10
2024-10-05,Saskatchewan,25.575268,2024,10
2024-10-06,British Columbia,30.410915,2024,10
2024-10-06,Manitoba,16.956633,2024,10
2024-10-06,Newfoundland,23.982515,2024,10
2024-10-06,Saskatchewan,23.29855,2024,10
2024-10-07,British Columbia,106.59317,2024,10
2024-10-07,Manitoba,54.538662,2024,10
2024-10-07,Newfoundland,69.02266,2024,10
2024-10-07,Saskatchewan,62.65625,2024,10
2024-10-08,British Columbia,103.89997,2024,10
2024-10-08,Manitoba,46.864162,2024,10
2024-10-08,Newfoundland,70.94045,2024,10
2024-10-08,Saskatchewan,62.0856,2024,10
2024-10-09,British Columbia,88.65304,2024,10
2024-10-09,Manitoba,46.663067,2024,10
2024-10-09,Newfoundland,63.855263,2024,10
2024-10-09,Saskatchewan,62.75003,2024,10
2024-10-10,British Columbia,89.52782,2024,10
2024-10-10,Manitoba,49.64191,2024,10
2024-10-10,Newfoundland,65.57236,2024,10
2024-10-10,Saskatchewan,61.631794,2024,10
2024-10-11,British Columbia,89.15206,2024,10
2024-10-11,Manitoba,48.812077,2024,10
2024-10-11,Newfoundland,65.57236,2024,10
2024-10-11,Saskatchewan,60.987648,2024,10
2024-10-12,British Columbia,29.198608,2024,10
2024-10-12,Manitoba,18.526415,2024,10
2024-10-12,Newfoundland,25.76387,2024,10
2024-10-12,Saskatchewan,24.855145,2024,10
2024-10-13,British Columbia,35.975113,2024,10
2024-10-13,Manitoba,18.349258,2024,10
2024-10-13,Newfoundland,23.743757,2024,10
2024-10-13,Saskatchewan,23.874035,2024,10
2024-10-14,British Columbia,92.13994,2024,10
2024-10-14,Manitoba,52.083725,2024,10
2024-10-14,Newfoundland,68.42478,2024,10
2024-10-14,Saskatchewan,61.721313,2024,10
2024-10-15,British Columbia,98.24489,2024,10
2024-10-15,Manitoba,48.8436,2024,10
2024-10-15,Newfoundland,70.87557,2024,10
2024-10-15,Saskatchewan,61.150665,2024,10
2024-10-16,British Columbia,101.20004,2024,10
2024-10-16,Manitoba,48.8436,2024,10
2024-10-16,Newfoundland,63.257393,2024,10
2024-10-16,Saskatchewan,60.38977,2024,10
2024-10-17,British Columbia,101.20004,2024,10
2024-10-17,Manitoba,48.56055,2024,10
2024-10-17,Newfoundland,63.257393,2024,10
2024-10-17,Saskatchewan,60.38977,2024,10
2024-10-18,British Columbia,107.325264,2024,10
2024-10-18,Manitoba,48.306435,2024,10
2024-10-18,Newfoundland,64.75465,2024,10
2024-10-18,Saskatchewan,60.940662,2024,10
2024-10-19,British Columbia,25.816694,2024,10
2024-10-19,Manitoba,16.20492,2024,10
2024-10-19,Newfoundland,25.262203,2024,10
2024-10-19,Saskatchewan,24.99287,2024,10
2024-10-20,British Columbia,33.852455,2024,10
2024-10-20,Manitoba,16.185682,2024,10
2024-10-20,Newfoundland,23.764277,2024,10
